start;end;corpus;sent_id;left;node;right;node_sentences;pref;suff;morphind;root;root_pos;affix;schema;clause_type;subordinate_clause_type;frame;syntactic_transitivity;dobj_syntax;dobj_role;dobj_animacy;dobj_concreteness;recipient_animacy;recipient_pronominality;recipient_syntax;agent_encoded;theme_encoded;recipient_encoded;notes;agent_pronominality;agent_animacy
117;125;ind_newscrawl_2011_1M;994117;Sebelum Angelina dan Brad terbang ke Africa pekan lalu, Pasangan tersebut sempat singgah ke sebuah butik Paris untuk;membeli;sejumlah kebutuhan, ungkap seorang sumber pada People.;Sebelum Angelina dan Brad terbang ke Africa pekan lalu, Pasangan tersebut sempat singgah ke sebuah butik Paris untuk<m>membeli</m>sejumlah kebutuhan, ungkap seorang sumber pada People.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;adverbial;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;;np;animate
20;28;ind_news_2010_300K;148032;HP menawarkan untuk;membeli;"seluruh saham luar biasa 3PAR dengan 24 dolar per lembar dalam bentuk tunai, disebut ""substansial superior"" dibanding 18 dolar per saham yang ditawarkan Dell, yang bernilai 1,15 miliar dolar.";"HP menawarkan untuk<m>membeli</m>seluruh saham luar biasa 3PAR dengan 24 dolar per lembar dalam bentuk tunai, disebut ""substansial superior"" dibanding 18 dolar per saham yang ditawarkan Dell, yang bernilai 1,15 miliar dolar.";me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;complement_clause;;monotransitive;np;theme;inanimate;abstract;;;NA;TRUE;;;rate_encoded;proper-name;inanimate
101;109;ind_newscrawl_2012_1M;928671;Ubaid juga mengaku mengumpulkan dana sebesar Rp 600 juta yang akhirnya digunakan oleh Dulmatin untuk;membeli;senjata dan amunisi yang digunakan dalam pelatihan militer di pegunungan Jalin, Jantho, Aceh Besar.;Ubaid juga mengaku mengumpulkan dana sebesar Rp 600 juta yang akhirnya digunakan oleh Dulmatin untuk<m>membeli</m>senjata dan amunisi yang digunakan dalam pelatihan militer di pegunungan Jalin, Jantho, Aceh Besar.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;complement_clause;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;;proper-name;animate
27;35;ind_newscrawl_2015_300K;82194;Ia mengatakan komunitasnya;membeli;sepetak lahan di daerah tersebut delapan tahun lalu dan pada tahun 2008 mengajukan proposal untuk membangun masjid.;Ia mengatakan komunitasnya<m>membeli</m>sepetak lahan di daerah tersebut delapan tahun lalu dan pada tahun 2008 mengajukan proposal untuk membangun masjid.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;complement_clause;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;;np;animate
79;87;ind_newscrawl_2011_1M;225944;Namun, pada kenyataannya para selebritas dan sosialita masih tak mampu menolak;membeli;serta mengenakan busana bulu hewan yang indah itu.;Namun, pada kenyataannya para selebritas dan sosialita masih tak mampu menolak<m>membeli</m>serta mengenakan busana bulu hewan yang indah itu.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;complement_clause;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;;np;animate
158;166;ind_newscrawl_2012_1M;808472;Kekuatan ini juga bakal ditambah dengan 9 pesawat angkut CN-295 hasil kolaborasi PT Dirgantara Indonesia dengan Airbus Military Selanjutnya, TNI AU berencana;membeli;sistem rudal pertahanan udara Oerlikon Contraves 35 mm buatan Swiss.;Kekuatan ini juga bakal ditambah dengan 9 pesawat angkut CN-295 hasil kolaborasi PT Dirgantara Indonesia dengan Airbus Military Selanjutnya, TNI AU berencana<m>membeli</m>sistem rudal pertahanan udara Oerlikon Contraves 35 mm buatan Swiss.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;complement_clause;;monotransitive;np;theme;inanimate;abstract;;;NA;TRUE;;;;proper-name;inanimate
99;107;ind_news_2010_300K;11216;GW memiliki peran penting dalam jaringan pembobolan ATM karena bertugas menggandakan kartu ATM dan;membeli;skimmer.;GW memiliki peran penting dalam jaringan pembobolan ATM karena bertugas menggandakan kartu ATM dan<m>membeli</m>skimmer.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;adverbial;;monotransitive;np;theme;inanimate;abstract;;;NA;TRUE;;;;proper-name;animate
52;60;ind_newscrawl_2011_1M;896665;Dengan logika transaksional, mereka berpikiran bisa;membeli;suara rakyat kapan pun.;Dengan logika transaksional, mereka berpikiran bisa<m>membeli</m>suara rakyat kapan pun.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;complement_clause;;monotransitive;np;theme;inanimate;abstract;;;NA;TRUE;;;;personal-pronoun;animate
34;42;ind-id_web_2013_1M;718193;Proyek ini dipilih Audi dibanding;membeli;sumber energi dari pihak ketiga dan merupakan hasil kerja keras Audi selama tiga tahun.;Proyek ini dipilih Audi dibanding<m>membeli</m>sumber energi dari pihak ketiga dan merupakan hasil kerja keras Audi selama tiga tahun.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;adverbial;;monotransitive;np;theme;inanimate;abstract;;;NA;TRUE;;;source/seller_encoded;proper-name;inanimate
7;15;ind_web_2012_1M;725685;Negara;membeli;surplus gandum untuk meningkatkan stok nasional guna mengantisipasi tujuh tahun paceklik.;Negara<m>membeli</m>surplus gandum untuk meningkatkan stok nasional guna mengantisipasi tujuh tahun paceklik.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;main;;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;;np;inanimate
36;44;ind-id_web_2013_1M;127045;Beruntung kalau anda merespon untuk;membeli;tanah Tanah dijual cepat yogyakarta, dijual tanah di gejayan tepi jalan persis.;Beruntung kalau anda merespon untuk<m>membeli</m>tanah Tanah dijual cepat yogyakarta, dijual tanah di gejayan tepi jalan persis.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;adverbial;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;;personal-pronoun;animate
69;77;ind_newscrawl_2015_300K;171350;"""Mereka bilang pasar produk ini captive-market, konsumen tidak hanya";membeli;"tapi juga menikmatinya,"" ujar Hidayat.";"""Mereka bilang pasar produk ini captive-market, konsumen tidak hanya<m>membeli</m>tapi juga menikmatinya,"" ujar Hidayat.";me-;NA;meN+beli<v>_VSA;beli;v;me-;intransitive;main;;;intransitive;NA;NA;;;;;NA;TRUE;FALSE;;;np;animate
33;41;ind_newscrawl_2016_1M;675341;Perkembangan teknologi kemudahan;membeli;telepon pintar dan tren media sosial memicu traffic interaksi anak muda di dunia digital.;Perkembangan teknologi kemudahan<m>membeli</m>telepon pintar dan tren media sosial memicu traffic interaksi anak muda di dunia digital.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;main;;;monotransitive;np;theme;inanimate;concrete;;;NA;FALSE;;;;;
40;48;ind_newscrawl_2012_1M;969924;Saya penjual jus pace dan jamu gendong,;membeli;telepon rumah merk.;Saya penjual jus pace dan jamu gendong,<m>membeli</m>telepon rumah merk.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;main;;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;;personal-pronoun;animate
42;50;ind_newscrawl_2015_300K;66373;Freddy mengatakan, pihaknya akan berhenti;membeli;tembakau rajangan di Sumenep, setelah ada instruksi dari pihak manajemen.;Freddy mengatakan, pihaknya akan berhenti<m>membeli</m>tembakau rajangan di Sumenep, setelah ada instruksi dari pihak manajemen.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;complement_clause;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;source/seller_encoded;np;animate
48;56;ind_newscrawl_2012_1M;311791;Sudah ada beberapa investor yang tertarik untuk;membeli;tetapi kami belum tentukan siapanya.;Sudah ada beberapa investor yang tertarik untuk<m>membeli</m>tetapi kami belum tentukan siapanya.;me-;NA;meN+beli<v>_VSA;beli;v;me-;intransitive;subordinate;complement_clause;;intransitive;NA;NA;;;;;NA;TRUE;FALSE;;;np;animate
149;157;ind_newscrawl_2016_1M;872384;Setiap pembelian tiket Lorena di Alfamidi, konsumen mendapatkan air mineral 1.500 ml atau pemberian secara gratis Buavita 250 ml untuk konsumen yang;membeli;tiket Atlantis, Kidzania, dan Water Kingdom.;Setiap pembelian tiket Lorena di Alfamidi, konsumen mendapatkan air mineral 1.500 ml atau pemberian secara gratis Buavita 250 ml untuk konsumen yang<m>membeli</m>tiket Atlantis, Kidzania, dan Water Kingdom.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;relative_clause;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;;np;animate
40;48;ind-id_web_2013_1M;374736;Jika Anda tidak yakin soal itu, mungkin;membeli;tiket bus kelas satu adalah solusi terbaik.;Jika Anda tidak yakin soal itu, mungkin<m>membeli</m>tiket bus kelas satu adalah solusi terbaik.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;main;;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;;personal-pronoun;animate
30;38;ind_newscrawl_2016_1M;524575;Menurut dia, masyarakat dapat;membeli;"tiket KA melalui kanal-kanal eksternal PT KAI, loket stasiun, maupun ""vending machine"" di sejumlah stasiun.";"Menurut dia, masyarakat dapat<m>membeli</m>tiket KA melalui kanal-kanal eksternal PT KAI, loket stasiun, maupun ""vending machine"" di sejumlah stasiun.";me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;main;;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;source/seller_encoded;np;animate
12;20;ind_news_2012_300K;199490;"""Keuntungan";membeli;"tiket lebih awal akan menbuat pembeli tidak perlu mengantre lama pada saat pertandingan, dan kami menyediakan empat loket khusus untuk penukaran voucher ke tiket di stadion,"" katanya.";"""Keuntungan<m>membeli</m>tiket lebih awal akan menbuat pembeli tidak perlu mengantre lama pada saat pertandingan, dan kami menyediakan empat loket khusus untuk penukaran voucher ke tiket di stadion,"" katanya.";me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;main;;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;;np;animate
78;86;ind_newscrawl_2012_1M;888396;"""Kalau nikahan, tidak signifikan terhadap penjualan tiket, orang-orang jarang";membeli;"tiket pesawat untuk menghadiri pernikahan, beda kalau sudah masuk musim libur akhir tahun,"" kata Agus.";"""Kalau nikahan, tidak signifikan terhadap penjualan tiket, orang-orang jarang<m>membeli</m>tiket pesawat untuk menghadiri pernikahan, beda kalau sudah masuk musim libur akhir tahun,"" kata Agus.";me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;main;;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;;np;animate
34;42;ind_newscrawl_2011_1M;437475;Misalnya, kalau seorang penumpang;membeli;tiket tujuan Bitung, Sulawesi Utara, tetapi turun di Sorong, Irian Jaya akan ketahuan.;Misalnya, kalau seorang penumpang<m>membeli</m>tiket tujuan Bitung, Sulawesi Utara, tetapi turun di Sorong, Irian Jaya akan ketahuan.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;adverbial;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;;np;animate
114;122;ind_newscrawl_2011_1M;585378;"""Akan banyak masalah sosial ketika arus listrik terputus karena pulsa habis dan masyarakat tidak punya uang untuk";membeli;token.;"""Akan banyak masalah sosial ketika arus listrik terputus karena pulsa habis dan masyarakat tidak punya uang untuk<m>membeli</m>token.";me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;adverbial;;monotransitive;np;theme;inanimate;abstract;;;NA;TRUE;;;;np;animate
145;153;ind_newscrawl_2012_1M;564321;Won dan peso melambung mendekati level tertinggi dalam tiga tahun teraakhir pada perdagangan awal pekant (01/8), seiring berlanjutnya hedge fund;membeli;unit regional.;Won dan peso melambung mendekati level tertinggi dalam tiga tahun teraakhir pada perdagangan awal pekant (01/8), seiring berlanjutnya hedge fund<m>membeli</m>unit regional.;me-;NA;meN+beli<v>_VSA;beli;v;me-;theme_obj_cxn;subordinate;adverbial;;monotransitive;np;theme;inanimate;concrete;;;NA;TRUE;;;;np;inanimate
123;133;ind_newscrawl_2012_1M;390690;Untuk ketiga pulau ini bantuannya lebih banyak dan beragam karena berasal dari 'dana sosial' BUMN senilai Rp 942 juta yang;dibelikan;94 ton beras dan 19 ton gula pasir.;Untuk ketiga pulau ini bantuannya lebih banyak dan beragam karena berasal dari 'dana sosial' BUMN senilai Rp 942 juta yang<m>dibelikan</m>94 ton beras dan 19 ton gula pasir.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;subordinate;relative_clause;;monotransitive;np;theme;inanimate;concrete;inanimate;np;;FALSE;TRUE;TRUE;recipient_in_different_clause;;
71;81;ind-id_web_2013_1M;971321;Untuk penyaluran dana ke pemohon tidak langsung berupa uang, tapi akan;dibelikan;alat sesuai kebutuhan usahanya.;Untuk penyaluran dana ke pemohon tidak langsung berupa uang, tapi akan<m>dibelikan</m>alat sesuai kebutuhan usahanya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;null_subject_rec?;main;;;monotransitive;np;theme;;;animate;np;subj;FALSE;TRUE;TRUE;recipient_in_different_clause;;
31;41;ind_newscrawl_2016_1M;360251;Kalau ada uang pun di sana mau;dibelikan;apa?;Kalau ada uang pun di sana mau<m>dibelikan</m>apa?;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
93;103;ind_newscrawl_2012_1M;979547;Dan kepada anggota DPR juga lebih baik diberikan uang tunjangan saja terserah mau digunakan,;dibelikan;apa.;Dan kepada anggota DPR juga lebih baik diberikan uang tunjangan saja terserah mau digunakan,<m>dibelikan</m>apa.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;subordinate;adverbial;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
33;43;ind_newscrawl_2012_1M;272367;Nilai manfaat itu, juga tak bisa;dibelikan;apartemen seperti yang dikatakan M Yusuf.;Nilai manfaat itu, juga tak bisa<m>dibelikan</m>apartemen seperti yang dikatakan M Yusuf.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
58;68;ind_news_2008_300K;15974;Mengenai anak-anaknya, ia mengatakan mereka hanya meminta;dibelikan;baju baru, seperti halnya dirinya saat masih kecil.;Mengenai anak-anaknya, ia mengatakan mereka hanya meminta<m>dibelikan</m>baju baru, seperti halnya dirinya saat masih kecil.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;;;animate;pronoun;SUBJ_MATRIX;FALSE;TRUE;TRUE;recipient_in_different_clause;;
29;39;ind_newscrawl_2012_1M;613274;Dana patungan yang terkumpul;dibelikan;bambu untuk menyambungkan kabel.;Dana patungan yang terkumpul<m>dibelikan</m>bambu untuk menyambungkan kabel.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
101;111;ind_newscrawl_2011_1M;422243;By is ariyanto on 25 Juli 2009 Ini cerita waktu kali pertama Jon Koplo, seorang pelajar SMA di Solo,;dibelikan;bapaknya sebuah HP bernada dering lagu asli alias true tone.;By is ariyanto on 25 Juli 2009 Ini cerita waktu kali pertama Jon Koplo, seorang pelajar SMA di Solo,<m>dibelikan</m>bapaknya sebuah HP bernada dering lagu asli alias true tone.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;adverbial;;ditransitive;np;agent;animate;concrete;animate;np;subj;TRUE;TRUE;TRUE;core-non-pp_agent;;
67;77;ind_newscrawl_2011_1M;155547;Di lain pihak karena anaknya berhasil naik kelas maka dia menuntut;dibelikan;barang tertentu yang sebetulnya belum perlu sekali.;Di lain pihak karena anaknya berhasil naik kelas maka dia menuntut<m>dibelikan</m>barang tertentu yang sebetulnya belum perlu sekali.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_menuntut;monotransitive;np;theme;inanimate;concrete;animate;pronoun;SUBJ_MATRIX;FALSE;TRUE;TRUE;;;
44;54;ind-id_web_2013_1M;571187;Misalnya, ngambek berhari-hari karena tidak;dibelikan;barang yang sama dengan idolanya, mengikuti konser tanpa izin, sampai bolos sekolah, merokok, dan memakai narkoba.;Misalnya, ngambek berhari-hari karena tidak<m>dibelikan</m>barang yang sama dengan idolanya, mengikuti konser tanpa izin, sampai bolos sekolah, merokok, dan memakai narkoba.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;null_subject_rec?;subordinate;adverbial;;monotransitive;np;theme;inanimate;concrete;animate;;subj;FALSE;TRUE;FALSE;;;
28;38;ind_newscrawl_2016_1M;906243;Tapi bukan berarti langsung;dibelikan;baru, melainkan cukup perawatan,” tandasnya.;Tapi bukan berarti langsung<m>dibelikan</m>baru, melainkan cukup perawatan,” tandasnya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;null_subject_???;main;;;intransitive;NA;NA;;;;;;FALSE;;;;;
81;91;ind_newscrawl_2011_1M;735395;Ia mengaku sebagian uang yang didapat dari uluran tangan para sopir bus dan truk;dibelikan;batu untuk menimbun jalan yang selalu ambles ini.;Ia mengaku sebagian uang yang didapat dari uluran tangan para sopir bus dan truk<m>dibelikan</m>batu untuk menimbun jalan yang selalu ambles ini.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;subordinate;complement_clause;;monotransitive;np;theme;inanimate;concrete;;;;TRUE;TRUE;FALSE;agent_in_different_clause;;
11;21;ind_newscrawl_2011_1M;177332;Saya minta;dibelikan;bawang putih, yang dibawa pulang adalah bawang merah,” begitu cerita seorang teman.;Saya minta<m>dibelikan</m>bawang putih, yang dibawa pulang adalah bawang merah,” begitu cerita seorang teman.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;inanimate;concrete;animate;pronoun;SUBJ_MATRIX;FALSE;TRUE;TRUE;;;
41;51;ind_newscrawl_2012_1M;268305;Uang hadiahnya masuk APBD 2012, kemudian;dibelikan;bibit tanaman.;Uang hadiahnya masuk APBD 2012, kemudian<m>dibelikan</m>bibit tanaman.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
47;57;ind_news_2008_300K;147643;Usai kencan, Tri Utami kembali ke Sidoarjo dan;dibelikan;buah oleh Syamsudin dan diberi uang Rp20 ribu.;Usai kencan, Tri Utami kembali ke Sidoarjo dan<m>dibelikan</m>buah oleh Syamsudin dan diberi uang Rp20 ribu.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;main;;;monotransitive;np;theme;inanimate;concrete;animate;proper-name;subj;TRUE;TRUE;TRUE;oblique_agent;;
63;73;ind_newscrawl_2016_1M;970294;Untuk mertua, ipar, keponakan, bahkan asisten rumah tangga pun;dibelikan;buah tangan.;Untuk mertua, ipar, keponakan, bahkan asisten rumah tangga pun<m>dibelikan</m>buah tangan.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;main;;;monotransitive;np;theme;inanimate;concrete;animate;np;subj;FALSE;TRUE;TRUE;;;
25;35;ind_news_2011_300K;74432;000. Ada juga yang hanya;dibelikan;buku tulis senilai Rp50.;000. Ada juga yang hanya<m>dibelikan</m>buku tulis senilai Rp50.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;null_subject_???;subordinate;relative_clause;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;;price_encoded;;
16;26;ind_newscrawl_2011_1M;399799;Uang itu segera;dibelikan;bunga dan diberikan kepada San Chai.;Uang itu segera<m>dibelikan</m>bunga dan diberikan kepada San Chai.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;animate;concrete;animate;proper-name;pp-dative_kepada;FALSE;TRUE;TRUE;recipient_in_different_clause;;
37;47;ind_newscrawl_2011_1M;522907;Umpamanya, kalau ada tamu yang ingin;dibelikan;compact disc (CD), maka seorang butler pun rela mampir ke toko musik sepulang kerja lalu memberikan CD tersebut keesokan harinya.;Umpamanya, kalau ada tamu yang ingin<m>dibelikan</m>compact disc (CD), maka seorang butler pun rela mampir ke toko musik sepulang kerja lalu memberikan CD tersebut keesokan harinya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;desiring_ingin;monotransitive;np;theme;inanimate;concrete;animate;np;SUBJ_MATRIX;TRUE;TRUE;TRUE;agent_in_different_clause;;
82;92;ind_newscrawl_2016_1M;330040;Jadi masyarakat yang berhak menerima (subsidi) hanya boleh (menggunakannya) untuk;dibelikan;elpiji.;Jadi masyarakat yang berhak menerima (subsidi) hanya boleh (menggunakannya) untuk<m>dibelikan</m>elpiji.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;subordinate;adverbial;;monotransitive;np;theme;inanimate;concrete;;;;TRUE;TRUE;FALSE;agent_in_different_clause;;
27;37;ind_newscrawl_2011_1M;732164;Uang tersebut di antaranya;dibelikan;empat motor dan digunakan berfoya-foya.;Uang tersebut di antaranya<m>dibelikan</m>empat motor dan digunakan berfoya-foya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
65;75;ind_newscrawl_2016_1M;871992;"""Setiap kali saya datang ke Rusia, saya selalu meminta agar saya";dibelikan;"es krim Rusia,"" ujar Presiden Xi Jinping.";"""Setiap kali saya datang ke Rusia, saya selalu meminta agar saya<m>dibelikan</m>es krim Rusia,"" ujar Presiden Xi Jinping.";di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;inanimate;concrete;animate;pronoun;SUBJ_MATRIX;FALSE;TRUE;TRUE;;;
89;99;ind-id_web_2013_1M;630655;Pada minggu-minggu pertama saya sekolah di SMA 1, saya pernah minta (bukan memaksa lho!);dibelikan;es.;Pada minggu-minggu pertama saya sekolah di SMA 1, saya pernah minta (bukan memaksa lho!)<m>dibelikan</m>es.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;inanimate;concrete;animate;pronoun;SUBJ_MATRIX;FALSE;TRUE;TRUE;;;
109;119;ind_news_2009_300K;151180;Hari Jumat (27/2), Dara Veranita menghubungi Irfan dengan handphone Ester Tanak, yang inti pembicaraan minta;dibelikan;handphone BlackBerry.;Hari Jumat (27/2), Dara Veranita menghubungi Irfan dengan handphone Ester Tanak, yang inti pembicaraan minta<m>dibelikan</m>handphone BlackBerry.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;inanimate;concrete;animate;;SUBJ_MATRIX;FALSE;TRUE;FALSE;;;
65;75;ind_newscrawl_2011_1M;569791;Menurut keluarga korban, sebelum meninggal korban sempat meminta;dibelikan;Handphone, akan tetapi karena tidak memiliki uang, maka keinginan korban pun di tolak.;Menurut keluarga korban, sebelum meninggal korban sempat meminta<m>dibelikan</m>Handphone, akan tetapi karena tidak memiliki uang, maka keinginan korban pun di tolak.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;inanimate;concrete;animate;np;SUBJ_MATRIX;FALSE;TRUE;TRUE;;;
73;83;ind_newscrawl_2011_1M;119166;Surip, ayah korban mengatakan, tiga hari sebelum kejadian korban meminta;dibelikan;handphone.;Surip, ayah korban mengatakan, tiga hari sebelum kejadian korban meminta<m>dibelikan</m>handphone.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;inanimate;concrete;animate;np;SUBJ_MATRIX;FALSE;TRUE;TRUE;;;
30;40;ind_newscrawl_2011_1M;19015;Tidak sadar kalau cincin yang;dibelikan;hanya cincin muraha, Ceria langsung bahagia karena mengira hubungannya dengan Alfian sudah semakin serius.;Tidak sadar kalau cincin yang<m>dibelikan</m>hanya cincin muraha, Ceria langsung bahagia karena mengira hubungannya dengan Alfian sudah semakin serius.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_theme;subordinate;relative_clause;;intransitive;NA;NA;;;animate;proper-name;;TRUE;TRUE;TRUE;agent_and_recipient_in_different_clause;;
25;35;ind-id_web_2013_1M;175369;Dana tersebut dapat juga;dibelikan;harta benda yang menghasilkan keuntungan ketika harta benda itu dijual kembali.;Dana tersebut dapat juga<m>dibelikan</m>harta benda yang menghasilkan keuntungan ketika harta benda itu dijual kembali.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
152;162;ind_web_2012_1M;395619;Yang keempat, dengan memperlihatkan anak kecil sudah memiliki HP, Ini juga sama saja menyuruh anak-anak diseluruh Indonesia untuk merengek-rengek minta;dibelikan;HP akibat menyaksikan iklan Three.;Yang keempat, dengan memperlihatkan anak kecil sudah memiliki HP, Ini juga sama saja menyuruh anak-anak diseluruh Indonesia untuk merengek-rengek minta<m>dibelikan</m>HP akibat menyaksikan iklan Three.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;inanimate;concrete;animate;np;SUBJ_MATRIX;FALSE;TRUE;TRUE;;;
96;106;ind_web_2012_1M;906806;Dulu, sebelum Kyuhyun memiliki ‘penggemar setia’ macam Joo-Yeon, ia masih merengek-rengek minta;dibelikan;ibunya.;Dulu, sebelum Kyuhyun memiliki ‘penggemar setia’ macam Joo-Yeon, ia masih merengek-rengek minta<m>dibelikan</m>ibunya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;agent;;;animate;pronoun;SUBJ_MATRIX;TRUE;FALSE;TRUE;core-non-pp_agent;;
12;22;ind_newscrawl_2016_1M;466678;Korban juga;dibelikan;indomie dan dimasak serta dimakan di rumah terdakwa.;Korban juga<m>dibelikan</m>indomie dan dimasak serta dimakan di rumah terdakwa.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;main;;;monotransitive;np;theme;;;animate;np;subj;TRUE;TRUE;TRUE;;;
